student_id,age,gender,state,city_tier,college_tier,branch,degree,cgpa,backlog_history,attendance_percentage,primary_language,DSA_problems_solved,GitHub_repos,hackathons_participated,development_projects_count,AI_ML_projects,internships_completed,resume_score,communication_skills,aptitude_score,mock_interview_score,sleep_hours,screen_time,gaming_hours,study_hours_daily,stress_level,burnout_score,gym_frequency,family_income_lpa,self_learning_hours,motivation_level,placement_status,company_type,work_mode,salary_lpa,interview_rounds_cleared,offer_count,joining_delay_months,layoffs_risk_score,AI_tool_usage_frequency,prompt_engineering_skill,AI_fear_score,adaptability_score,coding_score,ai_readiness_score,wellness_score,interview_readiness,placement_status_enc
10,-0.8832105705304892,1,2,-0.13585260008816163,-0.48768737463367745,4,1,0.010666645571896047,-0.5776517352552456,-0.7575762659853394,3,0.28980800401100076,-0.6170136358364042,0.21097443103207678,-0.9105774033632694,-1.462366038549216,-1.0925739093569184,-0.7121897452349433,-0.5426720488516367,1.3864721660745334,1.0169284697798309,1.759059052100556,-0.6004372350677788,0.37408088098326703,-0.8537695022033046,0.48529884850995325,-0.9330636578160628,0.9973889793583205,1.7637513579615185,-2.0087018634592497,0.18113426667796698,Placed,2,0,-0.607151801062383,1.4023132771283593,1.2218815802406333,-1.431626206164555,1.0068010419093039,-0.12028684221671523,0.6983094178115798,-0.6343866369123388,1.4412965131731108,5.915,12.98,-2.08,88.8,1
11,0.8743990874451718,1,5,-1.4376214778973024,0.8893381918720762,4,0,-0.9703319166869897,1.8907344507769124,-1.3702777576286163,0,-0.1502381616168469,-0.2916125234291393,0.755733858402653,-0.9105774033632694,0.13257118175138594,-1.6764383814599273,-0.7121897452349433,-0.6345824419935923,1.3864721660745334,-0.982400377933606,-0.24271456469716662,-0.3001315288790943,0.13522860472588136,-0.02015800839940037,2.0525599093416735,1.6568717918851767,0.9973889793583205,-0.5951634083865901,-0.4096473166983099,-0.5656711806449836,Placed,3,1,-0.4822785389348957,1.4023132771283593,-1.1447300413759334,1.4830171986787524,2.5289121313671212,-0.9967575666171459,0.6983094178115798,1.0843087327867078,-1.77056594631125,6.89,7.44,-4.78,80.45,1
12,-1.4690804565223763,1,1,-0.13585260008816163,-0.48768737463367745,0,2,1.0034844676170342,-0.5776517352552456,-0.9082405672090959,5,0.1457928952600688,-0.833947710774581,0.755733858402653,-0.9105774033632694,-1.462366038549216,0.6590195069521081,-0.03647251331036131,0.28452148942596367,1.3864721660745334,0.20238708737806033,-0.14739201151632222,1.0512441489699844,-1.5367373290758168,0.36458575797163273,0.38418523168210034,0.361904067034557,-0.5014823904269609,-0.9143989217252534,-0.028920043659990815,-1.4482594365721069,Placed,0,1,0.563829543793486,-0.6726876261709137,-1.1447300413759334,1.4830171986787524,-0.18441633244898828,-1.254543073793743,-1.7045170146830173,-0.027788271136204735,-0.9006865302009024,5.825,5.58,-2.305,89.75,1
13,-0.29734068453860224,1,4,1.165916277720979,0.8893381918720762,1,2,-1.4667408277095582,1.8907344507769124,2.2155326114967857,4,-0.3502591459931413,-0.833947710774581,1.300493285773229,-0.5306192125852791,1.1958626619517871,-1.0925739093569184,-0.9824766380047761,-0.17503047628381427,-1.235102447865628,-1.7228925437533975,-0.14739201151632222,0.20037798143537944,0.7920723644336914,-1.11026534645066,-1.4358598712192523,0.8123276235043378,-1.001106180355388,1.234548862695412,-0.5619382259136374,0.11324286237588056,Placed,3,0,-0.6424932903437469,-1.364354593937338,-1.1447300413759334,0.9000885177100909,-0.9123825056679445,1.735768809454785,1.3590866867475941,-0.027788271136204735,1.5082103144123682,7.115,13.56,0.405,68.9,1
14,0.2885292014532848,0,6,-1.4376214778973024,-1.864712941139431,3,2,2.8827467736310437,0.6565413577608333,0.17654240160194967,5,1.7619624490205275,0.9015248887308324,0.755733858402653,0.9892135505266826,0.13257118175138594,0.07515503484909927,0.7068164418066789,-0.7264928351355479,1.09518609785896,0.7947808200338935,1.4730913925580236,0.5507346386555108,-0.04391060246715764,1.0699493296518592,1.7997758672720412,-1.9465166598730697,-1.001106180355388,0.9603062740554867,-0.5619382259136374,-0.5656711806449836,Placed,3,1,1.4450106765421689,0.01897934159551062,-1.1447300413759334,0.3171598367414294,-1.044739991707755,-0.4811865522639514,-0.20275049437389409,-1.54428418557654,0.7721585007805356,9.935,11.58,-4.51,90.60000000000001,1
15,-0.29734068453860224,1,5,1.165916277720979,0.8893381918720762,2,1,-0.36754966758815555,0.6565413577608333,0.17654240160194967,2,-1.254353995373992,-1.7016840105272875,0.21097443103207678,-1.29053559414126,-0.3990745583488147,-1.0925739093569184,-0.7797614684274015,-0.450761655709681,1.3864721660745334,-0.16785899553183542,-0.8146498837822298,0.10027607937248462,0.8517854334980379,-0.6613976190177883,0.5864124653378061,1.0375394017392283,0.9973889793583205,-0.5137476398841123,-0.33350186209064603,0.6563740967925719,Placed,2,0,-0.2678735039612858,0.710646309361935,-1.1447300413759334,0.9000885177100909,-1.3094549637873751,1.7873259108901045,0.5781680961868501,1.7920068261921975,-0.3653761202868422,4.3,8.22,-2.62,84.05,1
16,0.8743990874451718,1,1,1.165916277720979,0.8893381918720762,2,1,0.3652444391594449,-0.5776517352552456,0.9800853414619836,1,2.2260111327735306,-0.833947710774581,0.755733858402653,-0.5306192125852791,0.13257118175138594,0.07515503484909927,-0.10404423650281952,0.1926110962840081,-0.3612442432189075,0.054288654214102026,-1.4819077560481373,1.8520593654731423,-1.5367373290758168,-0.2766538526467558,0.28307161485424737,0.2492981779171118,0.4977651894298934,-0.32949090064166237,-0.7142291351289651,-0.4298883720408107,Placed,2,2,0.7452491887711566,0.710646309361935,-1.1447300413759334,-0.8486975251958936,0.34501361171025263,0.03438446208924312,-0.08260917274916423,1.7414569623775196,0.5045032958235055,8.025,8.21,-2.245,82.7,1
17,1.4602689734370589,0,7,1.165916277720979,0.8893381918720762,5,2,-1.4194637885645516,-0.5776517352552456,2.2155326114967857,3,-1.0303304928725423,-0.07467844849096263,0.755733858402653,-0.5306192125852791,-0.9307202984490154,-0.5087094372539096,-0.8473331916198598,-0.7264928351355479,-0.3612442432189075,1.0909776863618101,1.2824462861963364,-0.6004372350677788,1.2697769169484625,0.4287097190334713,-2.3458824226699284,0.64341878982817,-0.5014823904269609,-0.1109538378192219,0.2756617747706644,0.8600483096988311,Placed,3,0,-1.0147569774407843,0.01897934159551062,1.2218815802406333,0.3171598367414294,-0.05205884640917806,-0.17184394365203468,-0.14267983356152916,-1.190435138873795,0.30376189210573296,6.19,10.77,2.095,82.19999999999999,1
18,1.4602689734370589,0,4,-1.4376214778973024,-1.864712941139431,4,2,1.6180859765021187,1.8907344507769124,-0.5667348177685823,1,-0.22224571599231288,0.467656738854479,-0.8785444237090755,-0.15066102180728866,-0.3990745583488147,-0.5087094372539096,-0.23918768288773593,0.46834227570987486,-0.21560120911112077,-0.6121542950237103,-2.149165628314045,0.10027607937248462,0.0755155356615352,0.1722138747861159,1.5469918252024089,2.2762041820311256,-1.001106180355388,-1.5400148270600833,1.7985708669239409,1.6068537570217816,Placed,2,1,0.19392195598187334,0.710646309361935,-1.1447300413759334,0.9000885177100909,-0.05205884640917806,0.13749866495988203,-0.32289181599862393,0.5282602308252515,-0.2984623190475847,6.995,8.05,-4.455,80.85000000000001,1
19,0.2885292014532848,0,6,-1.4376214778973024,0.8893381918720762,1,0,0.849834090395762,-0.5776517352552456,-1.6716063600761288,0,-1.8464161091278233,-1.1593488231818458,1.8452527131438052,-1.6704937849192503,-0.3990745583488147,-0.5087094372539096,-1.7257655931218163,1.295535813987475,-0.652530311434481,1.3131253361077475,-0.14739201151632222,-1.7516091087910683,1.8071945385275796,0.941701407528181,-1.4358598712192523,0.9812364571805057,0.9973889793583205,-0.713002020692808,0.6563890478089834,-0.3619969677387243,Placed,3,2,-0.21132712111110333,-0.6726876261709137,0.03857576943234999,0.3171598367414294,0.47737109775006287,1.0139693893603128,-0.20275049437389409,-0.33108745402427175,1.3743827119338532,4.88,11.1,0.755,85.0,1
20,0.8743990874451718,1,7,-0.13585260008816163,-1.864712941139431,2,1,0.9325689088995238,0.6565413577608333,0.7189338860074718,2,-1.3823674253748204,-0.7254806733054926,-1.4233038510796516,-1.29053559414126,-1.462366038549216,-0.5087094372539096,0.9771033345765117,0.37643188256791926,0.002863342050559348,-0.16785899553183542,0.996478626653804,1.1513460510328797,2.1057598838493115,-0.14840593052307807,1.4964350167884823,-1.6650019370794567,-1.001106180355388,0.514662067515608,-0.8665200443442929,0.18113426667796698,Placed,3,1,0.16800486384220634,-0.6726876261709137,-1.1447300413759334,0.9000885177100909,-0.7800250196281343,-0.22340104508735414,0.45802677456212015,0.22496104793718447,0.437589494584248,4.02,10.53,-4.32,86.75,1
21,-1.4690804565223763,1,4,1.165916277720979,0.8893381918720762,0,0,-0.42664596651941455,-0.5776517352552456,0.7189338860074718,1,0.42582227338688095,-0.7254806733054926,-0.8785444237090755,-0.15066102180728866,-1.462366038549216,-0.5087094372539096,0.30138610265192967,-1.9213279459809705,1.0223645808050665,0.2764363039600395,-0.3380371178780102,-1.551405304665279,0.37408088098326703,-0.789645541141466,-0.2224964692850172,0.30560112247583443,-0.5014823904269609,0.19328403395319535,1.1132617754549667,0.7242655010946583,Placed,0,0,-0.8144885381797198,-1.364354593937338,1.2218815802406333,0.9000885177100909,1.2715160139889243,0.8592980850543543,-0.26282115518625904,-0.07833813495088257,-1.636738343832735,5.8,7.15,-1.265,83.8,1
22,-0.29734068453860224,1,6,-0.13585260008816163,-0.48768737463367745,1,0,0.9325689088995238,1.8907344507769124,-2.5354150204256647,1,0.39381891588667384,-1.7016840105272875,1.300493285773229,-2.0504519756972406,-0.9307202984490154,-1.6764383814599273,-0.7797614684274015,1.295535813987475,-1.817674584296775,0.572633170287956,0.6151884139304289,1.4016008061901166,0.015802466597188782,1.4546930960228919,0.8391965074074385,-0.0322165448765012,-1.500729970283815,0.24684703954693077,-0.4096473166983099,0.11324286237588056,Placed,2,1,-0.6778347796251117,0.01897934159551062,1.2218815802406333,1.4830171986787524,1.0068010419093039,1.2717548965369099,-1.0437397457470032,-0.5332869092829832,-2.5066177599430826,5.18,5.26,-3.23,80.8,1
23,-0.8832105705304892,0,3,-0.13585260008816163,0.8893381918720762,0,2,-0.7339467209619568,-0.5776517352552456,0.8394653269864771,2,1.209904532141955,-0.6170136358364042,0.21097443103207678,-0.9105774033632694,0.6642169218515865,0.07515503484909927,-0.03647251331036131,-1.0941344077033701,-0.7981733455422678,-0.6862035116056895,-0.43335967105885465,0.6007855896869579,-0.10362367153150406,-0.34077781370859433,-0.525837319768576,-1.045669546933508,-1.500729970283815,0.5553699517668468,-0.4096473166983099,-0.4977797763428971,Placed,2,1,-0.5623859146393213,-1.364354593937338,-1.1447300413759334,-0.26576884422723207,-0.18441633244898828,0.6530696793130765,2.380287920557798,0.12386132030782879,-1.7036521450719926,7.49,11.27,-1.09,74.9,1
24,0.2885292014532848,1,5,-0.13585260008816163,-0.48768737463367745,2,0,2.2799645245322107,0.6565413577608333,-0.837930559971344,3,-0.0142238922409667,-1.8101510479963758,-0.3337849963384994,-2.0504519756972406,-1.462366038549216,-1.0925739093569184,-0.8473331916198598,-0.3588512625677254,-0.652530311434481,-3.870319824630793,-1.577230309228981,-0.8506919902250156,-0.10362367153150406,1.7753129013320859,0.3336284232681738,-0.20112537855266902,-1.001106180355388,1.142420493074187,-0.6380836805213013,0.18113426667796698,Placed,3,0,0.08318528956693223,0.710646309361935,-1.1447300413759334,-0.26576884422723207,1.668588472108355,0.4468412735717987,-0.022538511936799295,0.5282602308252515,0.8390723020197931,3.975,9.91,-2.365,62.1,1
25,0.8743990874451718,1,3,1.165916277720979,0.8893381918720762,0,2,1.0034844676170342,-0.5776517352552456,0.759111033000474,0,0.9058726358899876,-0.2916125234291393,-1.4233038510796516,-0.15066102180728866,0.13257118175138594,0.07515503484909927,0.9771033345765117,0.46834227570987486,0.512613961427813,0.4985839537059769,-1.1006175433247614,-0.4002334309419891,0.37408088098326703,0.8134534854045038,0.0302875727846151,1.206448235415396,1.4970127692867476,-1.3107651631188955,-0.25735640748298216,0.7921569053967447,Placed,3,1,0.947873727317645,0.710646309361935,0.03857576943234999,0.3171598367414294,0.6759073268097782,1.1170835922309517,-0.8635277633099083,0.12386132030782879,-0.6999451264831298,7.05,7.07,-1.62,91.45,1
26,0.2885292014532848,0,2,1.165916277720979,-0.48768737463367745,0,0,-0.2848148490843948,-0.5776517352552456,0.43769385705646013,5,0.05778366213449928,1.0099919261999206,0.21097443103207678,2.509046313638644,2.2591541421521883,1.8267484511581258,0.9771033345765117,-0.08312008314185867,1.3864721660745334,-1.2045480276795435,1.9497041584622432,-1.1509976964136996,-1.5367373290758168,0.8134534854045038,0.8897533158213649,-0.5389430459050046,-0.5014823904269609,0.03902257784323716,1.0371163208473027,0.9958311183030039,Placed,3,2,0.8724785501840678,0.01897934159551062,0.03857576943234999,-1.431626206164555,-0.3829525615087036,0.3437270707011598,1.419157347559959,0.5788100946399293,0.437589494584248,10.37,11.78,-2.665,86.05,1
27,1.4602689734370589,1,5,-0.13585260008816163,0.8893381918720762,4,2,-1.2067171124120215,-0.5776517352552456,1.9744697295387748,1,-0.006223052865914924,0.2507226639163024,-0.3337849963384994,-0.9105774033632694,-0.9307202984490154,-1.6764383814599273,-1.3203352539670672,0.5602526688518304,-0.21560120911112077,1.2390761195257685,1.37776883937718,1.251447953095774,-0.760467431239314,-0.0842819694612395,0.48529884850995325,-0.08851948943522381,-0.5014823904269609,-0.32306333997041425,-1.3995382265979395,2.0820935871363866,Placed,0,1,-1.7027379687846753,0.710646309361935,-1.1447300413759334,-0.8486975251958936,-0.05205884640917806,0.08594156352456257,-1.1038104065593681,-0.48273704546830526,1.1067275069768232,6.58,9.43,-2.39,85.4,1
28,-0.29734068453860224,0,5,-0.13585260008816163,-0.48768737463367745,5,1,1.0389422469757883,0.6565413577608333,2.0950011705177802,2,0.8178634027644179,-0.2916125234291393,-0.8785444237090755,-0.9105774033632694,0.13257118175138594,-1.6764383814599273,-0.1716159596952777,0.46834227570987486,0.4397924443739196,-0.5381050784417312,0.8058335202921169,-0.500335333004884,-1.5367373290758168,-0.02015800839940037,0.4347420400960268,1.7131747364438994,1.4970127692867476,1.7508962366190217,-1.247247317382612,-0.15832275483246508,Placed,2,0,0.3023025231113906,0.01897934159551062,0.03857576943234999,1.4830171986787524,1.0068010419093039,-0.9452004651818264,0.7583800786239449,-1.139885275059117,0.571417097062763,6.895,12.54,-1.89,83.6,1
29,-0.29734068453860224,1,0,-0.13585260008816163,0.8893381918720762,2,1,-0.5566578241681819,-0.5776517352552456,1.2613253704129952,1,-1.7424051972521502,0.793057851261744,-0.3337849963384994,0.9892135505266826,0.6642169218515865,1.242883979055117,0.9771033345765117,1.111715027703564,-0.7981733455422678,1.3131253361077475,-0.9099724369630742,-1.551405304665279,1.0906377097554236,-1.4950091128216925,1.4458782083745558,1.7131747364438994,-1.001106180355388,0.3068376058119143,0.5802435932013199,-1.651933649478366,Placed,0,2,0.563829543793486,0.710646309361935,-1.1447300413759334,1.4830171986787524,-0.05205884640917806,-2.2856851025001323,0.518097435374485,-1.190435138873795,0.30376189210573296,7.495,11.87,-4.085,92.0,1
30,0.2885292014532848,1,7,-0.13585260008816163,-0.48768737463367745,2,2,-1.0648859949770029,-0.5776517352552456,1.502388252371006,4,0.8338650815145215,-0.07467844849096263,0.21097443103207678,0.22929716897070174,1.1958626619517871,0.07515503484909927,0.09867093307455509,-1.553686373413148,1.3864721660745334,-0.09380977894985626,-0.7193273306013862,1.1012951000014317,-1.5367373290758168,-0.789645541141466,0.0302875727846151,0.9812364571805057,0.9973889793583205,0.011169814934494954,-0.4857927713059738,-0.09043135053037867,Placed,3,1,0.5261319552266974,1.4023132771283593,1.2218815802406333,0.9000885177100909,-1.044739991707755,0.18905576639520147,-0.26282115518625904,-0.887135955985728,1.6420379168908832,8.455,11.87,-1.63,83.95,1
31,-0.29734068453860224,0,7,-0.13585260008816163,-0.48768737463367745,1,1,-1.3012711907020347,-0.5776517352552456,0.20667526184670065,0,0.13779205588501703,0.467656738854479,1.300493285773229,0.22929716897070174,0.6642169218515865,0.07515503484909927,0.9771033345765117,-0.08312008314185867,1.09518609785896,0.7947808200338935,-0.24271456469716662,-1.1509976964136996,-0.8201805003036604,1.1981972517755364,-1.1325190207356934,-0.4263371567875594,-1.001106180355388,-1.1007981811914527,-0.25735640748298216,-1.651933649478366,Placed,1,2,-0.6165761982040799,-1.364354593937338,-1.1447300413759334,-1.431626206164555,0.8744435558694935,0.3437270707011598,0.6983094178115798,1.6403572347481639,0.437589494584248,8.67,9.53,0.185,93.15,1
32,-1.4690804565223763,1,0,-1.4376214778973024,0.8893381918720762,0,0,-1.9040534398008688,-0.5776517352552456,0.45778243055296125,3,-1.4063699434999757,0.3591897013853907,-1.4233038510796516,0.9892135505266826,0.13257118175138594,1.8267484511581258,0.9771033345765117,-0.3588512625677254,1.3864721660745334,0.6466823868699352,,0.05022512834103697,1.6877684003988873,-0.4049017747704335,-1.18307582914962,-1.1019724914922306,1.4970127692867476,2.4536428700088306,1.7224254123162772,0.7242655010946583,Placed,2,0,-1.2220937145581212,-0.6726876261709137,1.2218815802406333,-0.26576884422723207,0.5435498407699679,-0.2749581465226736,0.3979561137497552,-0.17943786258023825,0.571417097062763,6.655,10.99,,92.8,1
33,0.8743990874451718,1,7,-0.13585260008816163,-1.864712941139431,2,1,-0.9585126569007373,0.6565413577608333,-0.8178419864748429,4,-0.3422583066180895,0.3591897013853907,-0.3337849963384994,0.6092553597486922,0.6642169218515865,0.07515503484909927,0.23381437945947148,-1.8294175528390149,1.1680076149128533,-1.5007448940074601,1.187123733015492,0.05022512834103697,-1.1187458456253923,2.160056667703118,0.4347420400960268,-0.9893666023747855,-1.001106180355388,0.4953793855018632,-0.9426654989519564,1.1995053312092632,Placed,0,0,-0.2796540003884074,-1.364354593937338,0.03857576943234999,-0.26576884422723207,-0.31677381848879854,-0.7389720594405487,1.1188040434981343,-0.2805375902095939,1.2405551094553382,7.82,13.09,-2.24,77.14999999999999,1
34,1.4602689734370589,0,3,-1.4376214778973024,0.8893381918720762,1,2,-0.0838874327181171,-0.5776517352552456,0.6787567390144709,4,-0.7663027934958336,0.14225562644721404,-1.4233038510796516,0.22929716897070174,0.6642169218515865,-0.5087094372539096,-0.5770462988500269,0.5602526688518304,1.3864721660745334,1.3131253361077475,-0.052069458335478644,-0.4002334309419891,0.015802466597188782,0.36458575797163273,1.24365097471885,-0.20112537855266902,0.9973889793583205,-1.5400148270600833,0.12337086555533662,-1.1088024150616749,Placed,3,2,0.8559858551860978,-1.364354593937338,1.2218815802406333,0.3171598367414294,-0.7138462766082292,1.2717548965369099,0.09760280968793057,-0.5332869092829832,0.23684809086647543,6.805,10.44,-3.46,93.4,1
35,-0.8832105705304892,1,2,-0.13585260008816163,0.8893381918720762,0,2,0.2943288804419355,0.6565413577608333,1.3215910909024973,2,-1.4063699434999757,-0.07467844849096263,-1.4233038510796516,-0.15066102180728866,0.13257118175138594,0.07515503484909927,-0.10404423650281952,-0.450761655709681,-1.3807454819734148,0.054288654214102026,-0.052069458335478644,0.8009893938127476,-0.9396066384323531,0.1722138747861159,1.24365097471885,-2.0028196044317923,0.9973889793583205,0.8317550606305217,-0.4857927713059738,0.3169170752821398,Placed,3,2,0.06904869385438683,0.710646309361935,0.03857576943234999,0.3171598367414294,1.0068010419093039,-1.0998717694877849,-0.7433864416851785,-0.7354863645416945,-0.2315485178083272,5.805,8.68,-3.5,77.45,1
