cgpa,college_tier,branch,coding_score,ai_readiness_score,interview_readiness,internships_completed,offer_count,interview_rounds_cleared,company_type
-1.0294282156182477,-0.48768737463367745,4,5.605,11.22,63.45,-0.5087094372539096,-1.1447300413759334,-1.364354593937338,2
-0.37936892737440797,0.8893381918720762,5,5.385,10.24,97.0,1.8267484511581258,1.2218815802406333,0.710646309361935,0
0.5543525957394712,-0.48768737463367745,1,8.835,2.69,89.15,-0.5087094372539096,1.2218815802406333,0.710646309361935,2
0.19977480215192236,-0.48768737463367745,0,9.235,2.3,88.4,0.07515503484909927,-1.1447300413759334,1.4023132771283593,0
-0.19026077079438164,0.8893381918720762,4,,10.49,78.15,0.07515503484909927,-1.1447300413759334,0.710646309361935,0
-1.8685956604421137,0.8893381918720762,2,6.33,5.1,83.85000000000001,-0.5087094372539096,0.03857576943234999,0.01897934159551062,0
0.09340146407565782,0.8893381918720762,4,7.185,6.93,92.55,0.6590195069521081,-1.1447300413759334,-1.364354593937338,2
1.570808937357111,-1.864712941139431,0,5.72,10.61,70.8,-1.0925739093569184,0.03857576943234999,-0.6726876261709137,3
-1.7504030625795965,0.8893381918720762,5,5.425,5.8,84.55,-1.6764383814599273,-1.1447300413759334,0.01897934159551062,0
1.0507615067620397,-1.864712941139431,3,9.32,8.79,93.75,1.242883979055117,-1.1447300413759334,-0.6726876261709137,1
0.3297866598006907,-0.48768737463367745,4,8.24,11.35,92.75,0.6590195069521081,-1.1447300413759334,-1.364354593937338,2
-1.1239822939082609,0.8893381918720762,2,7.58,8.75,79.7,0.6590195069521081,-1.1447300413759334,-1.364354593937338,0
0.7080029729607433,0.8893381918720762,0,5.965,10.37,92.95,-1.0925739093569184,-1.1447300413759334,-0.6726876261709137,0
0.4479792576632066,-1.864712941139431,3,8.91,9.12,83.4,0.6590195069521081,-1.1447300413759334,0.01897934159551062,2
-1.1712593330532675,0.8893381918720762,2,10.695,12.33,76.4,0.6590195069521081,1.2218815802406333,-0.6726876261709137,2
1.6417244960746213,-0.48768737463367745,4,7.105,6.96,87.5,0.07515503484909927,1.2218815802406333,-0.6726876261709137,0
1.1334963252658015,-1.864712941139431,2,6.82,8.31,81.05,0.07515503484909927,0.03857576943234999,1.4023132771283593,0
-0.42664596651941455,-0.48768737463367745,2,4.495,7.54,73.75,0.07515503484909927,0.03857576943234999,0.01897934159551062,2
-0.39118818716065934,-0.48768737463367745,5,7.01,3.72,76.45,-1.0925739093569184,0.03857576943234999,-0.6726876261709137,1
0.7907377914645051,0.8893381918720762,1,8.56,7.01,,-0.5087094372539096,-1.1447300413759334,-1.364354593937338,3
-0.06024891314561329,-0.48768737463367745,0,9.365,14.21,89.94999999999999,-0.5087094372539096,-1.1447300413759334,-0.6726876261709137,0
0.1761362825794196,-0.48768737463367745,2,6.045,8.54,81.45,-0.5087094372539096,1.2218815802406333,1.4023132771283593,3
1.086219286120796,-0.48768737463367745,0,7.775,9.17,85.15,0.6590195069521081,-1.1447300413759334,0.01897934159551062,2
-2.9086905216322574,-0.48768737463367745,2,6.575,8.85,75.8,0.07515503484909927,0.03857576943234999,0.01897934159551062,3
0.022485905358148477,0.8893381918720762,2,8.695,7.92,83.25,0.6590195069521081,-1.1447300413759334,-0.6726876261709137,1
0.03430516514439986,0.8893381918720762,5,7.505,9.7,79.05,0.07515503484909927,0.03857576943234999,0.01897934159551062,2
-0.8875970981832279,-0.48768737463367745,2,4.82,8.26,74.6,-1.6764383814599273,1.2218815802406333,1.4023132771283593,3
-1.8685956604421137,0.8893381918720762,1,9.2,12.52,80.35,0.07515503484909927,0.03857576943234999,0.710646309361935,1
-1.7976801017246031,0.8893381918720762,2,9.745,11.42,78.6,1.242883979055117,1.2218815802406333,1.4023132771283593,0
-0.04842965335936191,0.8893381918720762,3,7.7,6.08,82.25,1.242883979055117,0.03857576943234999,1.4023132771283593,2
-1.6558489842895845,0.8893381918720762,2,6.195,8.88,68.7,-0.5087094372539096,1.2218815802406333,0.01897934159551062,2
-0.34391114801565276,0.8893381918720762,3,6.11,8.05,89.7,0.07515503484909927,1.2218815802406333,1.4023132771283593,3
-0.7930430198932147,-0.48768737463367745,5,6.675,7.35,87.2,-1.0925739093569184,1.2218815802406333,-0.6726876261709137,3
1.239869663342066,-1.864712941139431,2,5.285,11.18,74.3,-1.6764383814599273,0.03857576943234999,0.710646309361935,2
-1.3958252689920478,-0.48768737463367745,2,5.835,11.4,83.85,-1.0925739093569184,1.2218815802406333,0.710646309361935,2
1.2871467024870737,-0.48768737463367745,4,8.34,10.56,76.65,0.07515503484909927,1.2218815802406333,0.710646309361935,0
1.1689541046245557,0.8893381918720762,5,9.71,9.66,76.05,2.4106129232611346,0.03857576943234999,0.710646309361935,0
-0.982151176473241,0.8893381918720762,4,6.325,7.71,83.39999999999999,-1.0925739093569184,0.03857576943234999,1.4023132771283593,1
-1.1239822939082609,0.8893381918720762,2,8.615,9.44,81.4,0.6590195069521081,0.03857576943234999,0.01897934159551062,0
-0.07206817293186468,0.8893381918720762,0,8.19,7.29,79.4,-0.5087094372539096,1.2218815802406333,-1.364354593937338,1
0.3652444391594449,-0.48768737463367745,0,7.1,10.46,92.35,1.242883979055117,1.2218815802406333,-0.6726876261709137,0
0.968026688258278,-0.48768737463367745,2,8.73,11.29,77.2,0.07515503484909927,-1.1447300413759334,1.4023132771283593,1
2.740915656196023,-1.864712941139431,1,9.035,8.61,94.5,0.6590195069521081,1.2218815802406333,0.01897934159551062,1
-0.32027262844314897,-0.48768737463367745,5,9.685,11.69,92.1,1.242883979055117,0.03857576943234999,0.710646309361935,2
-0.4030074469469107,-1.864712941139431,4,7.245,11.18,76.1,0.07515503484909927,1.2218815802406333,1.4023132771283593,0
0.48343703702196184,-1.864712941139431,2,9.79,6.02,86.7,-0.5087094372539096,-1.1447300413759334,-0.6726876261709137,0
-0.2138992903668844,-0.48768737463367745,3,5.87,10.69,79.05,0.07515503484909927,-1.1447300413759334,-1.364354593937338,3
-1.2658134113432804,-0.48768737463367745,1,4.58,7.24,73.05,-1.0925739093569184,0.03857576943234999,1.4023132771283593,3
-1.1830785928395187,0.8893381918720762,4,7.77,7.97,75.9,-0.5087094372539096,-1.1447300413759334,0.01897934159551062,0
-0.07206817293186468,-0.48768737463367745,3,5.115,10.12,78.95,-1.0925739093569184,-1.1447300413759334,-1.364354593937338,3
0.03430516514439986,0.8893381918720762,0,6.1,8.32,87.3,-1.6764383814599273,0.03857576943234999,0.710646309361935,1
-0.6630311622444464,0.8893381918720762,4,7.01,14.35,78.85,-1.0925739093569184,-1.1447300413759334,-1.364354593937338,2
-0.37936892737440797,-0.48768737463367745,3,7.975,11.8,71.25,-1.0925739093569184,-1.1447300413759334,1.4023132771283593,2
-1.1712593330532675,-0.48768737463367745,4,6.765,12.0,77.3,-0.5087094372539096,-1.1447300413759334,1.4023132771283593,1
-1.0176089558319963,0.8893381918720762,4,8.805,7.64,86.95,0.07515503484909927,-1.1447300413759334,-1.364354593937338,3
0.09340146407565782,-0.48768737463367745,1,6.58,8.66,77.4,-0.5087094372539096,0.03857576943234999,0.01897934159551062,1
-1.8922341800146163,-0.48768737463367745,3,5.79,9.53,79.3,-1.0925739093569184,-1.1447300413759334,1.4023132771283593,1
-0.32027262844314897,-0.48768737463367745,2,6.34,10.18,72.65,-0.5087094372539096,0.03857576943234999,1.4023132771283593,2
-1.3840060092057964,0.8893381918720762,0,7.67,11.66,82.5,-0.5087094372539096,-1.1447300413759334,0.01897934159551062,1
-0.5566578241681819,-1.864712941139431,1,7.94,8.35,93.9,-0.5087094372539096,-1.1447300413759334,0.710646309361935,1
0.459798517449458,-0.48768737463367745,3,4.905,8.72,90.65,-1.0925739093569184,-1.1447300413759334,0.710646309361935,2
0.2943288804419355,0.8893381918720762,5,10.57,13.12,92.45,0.6590195069521081,-1.1447300413759334,0.710646309361935,1
1.2162311437695632,-1.864712941139431,4,9.44,11.79,89.75,2.4106129232611346,0.03857576943234999,-0.6726876261709137,3
1.452616339494595,0.8893381918720762,3,8.435,8.17,78.7,-1.6764383814599273,0.03857576943234999,-0.6726876261709137,0
1.0389422469757883,0.8893381918720762,3,13.165,11.45,81.65,2.9944773953641435,0.03857576943234999,0.710646309361935,2
-0.592115603526937,0.8893381918720762,2,5.935,7.82,81.45,1.8267484511581258,-1.1447300413759334,-0.6726876261709137,3
-0.7812237601069634,-0.48768737463367745,3,10.765,12.62,76.45,2.4106129232611346,1.2218815802406333,0.710646309361935,1
0.5070755565944646,-0.48768737463367745,3,11.3,14.66,84.5,0.07515503484909927,-1.1447300413759334,0.710646309361935,2
0.16431702279316715,0.8893381918720762,5,6.75,9.46,87.35000000000001,-1.0925739093569184,-1.1447300413759334,0.710646309361935,2
-0.4857422654506725,0.8893381918720762,5,3.695,8.16,64.69999999999999,-1.6764383814599273,1.2218815802406333,-1.364354593937338,2
0.6725451936019871,0.8893381918720762,2,8.295,8.2,80.3,-0.5087094372539096,-1.1447300413759334,-1.364354593937338,0
0.31796740001443935,-0.48768737463367745,2,7.495,15.3,72.15,-0.5087094372539096,1.2218815802406333,0.710646309361935,2
-1.313090450488287,-0.48768737463367745,5,7.995,8.43,81.1,0.07515503484909927,1.2218815802406333,1.4023132771283593,1
-0.012971874000606717,0.8893381918720762,2,6.25,8.79,72.05,0.6590195069521081,-1.1447300413759334,0.710646309361935,2
1.086219286120796,0.8893381918720762,0,8.83,10.32,87.45,0.07515503484909927,1.2218815802406333,-1.364354593937338,1
0.7789185316782516,-0.48768737463367745,2,3.775,10.97,75.05,-1.6764383814599273,1.2218815802406333,0.01897934159551062,1
0.19977480215192236,-0.48768737463367745,5,3.98,5.41,89.80000000000001,0.6590195069521081,0.03857576943234999,0.710646309361935,2
0.5898103750982263,-0.48768737463367745,1,9.095,6.88,84.5,1.8267484511581258,0.03857576943234999,-0.6726876261709137,1
-1.6913067636483388,0.8893381918720762,3,10.32,13.69,74.15,0.07515503484909927,0.03857576943234999,0.710646309361935,1
0.3652444391594449,0.8893381918720762,5,6.78,10.69,97.75,-0.5087094372539096,-1.1447300413759334,1.4023132771283593,2
-1.0176089558319963,0.8893381918720762,0,8.605,9.01,87.85,0.07515503484909927,1.2218815802406333,-1.364354593937338,0
1.0744000263345426,-0.48768737463367745,5,6.3,7.92,77.65,1.242883979055117,0.03857576943234999,1.4023132771283593,0
1.4407970797083438,-0.48768737463367745,1,,6.45,90.65,0.6590195069521081,1.2218815802406333,0.01897934159551062,1
1.842651912440899,-0.48768737463367745,4,6.88,7.79,85.05,0.07515503484909927,-1.1447300413759334,-0.6726876261709137,0
0.23523258151067755,0.8893381918720762,5,8.47,7.08,79.1,0.07515503484909927,1.2218815802406333,1.4023132771283593,2
0.022485905358148477,0.8893381918720762,0,8.435,13.66,90.15,-1.0925739093569184,1.2218815802406333,1.4023132771283593,1
3.0009393714935597,-1.864712941139431,1,8.08,5.65,93.3,0.07515503484909927,0.03857576943234999,0.01897934159551062,1
-0.20208003058063304,-0.48768737463367745,1,8.16,12.66,75.85,-1.0925739093569184,-1.1447300413759334,0.710646309361935,1
0.5543525957394712,-0.48768737463367745,5,7.255,10.68,99.5,1.242883979055117,-1.1447300413759334,1.4023132771283593,3
0.11703998364816058,0.8893381918720762,3,8.885,11.98,90.0,2.4106129232611346,0.03857576943234999,0.01897934159551062,1
-0.6630311622444464,0.8893381918720762,4,10.19,12.0,88.0,1.242883979055117,-1.1447300413759334,-1.364354593937338,3
-1.5376563864270676,0.8893381918720762,4,6.58,6.86,81.0,-0.5087094372539096,0.03857576943234999,1.4023132771283593,0
-0.2729955892981424,-0.48768737463367745,5,4.16,7.39,90.4,-0.5087094372539096,-1.1447300413759334,-0.6726876261709137,0
1.9372059907309123,-1.864712941139431,3,7.14,9.77,84.95,0.6590195069521081,-1.1447300413759334,-0.6726876261709137,1
-0.9112356177557307,0.8893381918720762,5,7.535,9.59,77.55,1.242883979055117,-1.1447300413759334,0.710646309361935,1
2.2681452647459595,-1.864712941139431,4,6.765,9.13,72.0,-1.6764383814599273,1.2218815802406333,0.01897934159551062,1
-0.6630311622444464,-1.864712941139431,3,5.53,10.38,75.65,-1.0925739093569184,1.2218815802406333,-1.364354593937338,1
-0.5093807850231753,0.8893381918720762,1,6.98,9.6,89.85,0.07515503484909927,1.2218815802406333,0.01897934159551062,0
0.1761362825794196,-1.864712941139431,4,6.205,13.43,73.45,-1.0925739093569184,0.03857576943234999,-0.6726876261709137,3
-0.30845336865689754,0.8893381918720762,0,8.88,11.23,84.45,1.242883979055117,0.03857576943234999,-0.6726876261709137,1
-0.6157541230994398,-0.48768737463367745,5,6.67,10.6,84.8,0.6590195069521081,-1.1447300413759334,0.710646309361935,1
-0.4030074469469107,0.8893381918720762,3,5.11,11.43,83.39999999999999,-1.6764383814599273,0.03857576943234999,1.4023132771283593,3
-1.0648859949770029,0.8893381918720762,2,8.49,7.25,87.7,0.6590195069521081,-1.1447300413759334,0.710646309361935,3
1.9253867309446608,-0.48768737463367745,3,6.025,13.5,91.3,-0.5087094372539096,1.2218815802406333,-1.364354593937338,0
0.968026688258278,0.8893381918720762,2,5.795,11.01,90.4,1.8267484511581258,1.2218815802406333,-1.364354593937338,2
-1.9158726995871203,-0.48768737463367745,5,6.345,10.96,74.0,-1.0925739093569184,1.2218815802406333,1.4023132771283593,2
0.5425333359532197,-0.48768737463367745,3,9.25,11.83,83.85,1.242883979055117,-1.1447300413759334,-0.6726876261709137,2
0.11703998364816058,0.8893381918720762,0,7.115,10.54,82.75,0.6590195069521081,1.2218815802406333,0.01897934159551062,0
-0.5448385643819305,-1.864712941139431,1,10.205,9.78,85.8,1.8267484511581258,1.2218815802406333,0.01897934159551062,2
0.577991115311975,-1.864712941139431,2,7.67,9.94,86.6,0.07515503484909927,-1.1447300413759334,1.4023132771283593,2
-0.22571855015313685,0.8893381918720762,2,8.145,11.57,90.4,0.07515503484909927,0.03857576943234999,-1.364354593937338,1
-0.09570669250436849,-0.48768737463367745,2,7.975,13.13,92.75,0.6590195069521081,1.2218815802406333,0.710646309361935,0
-0.46210374587816866,0.8893381918720762,3,,11.56,94.0,0.6590195069521081,-1.1447300413759334,-0.6726876261709137,3
-0.23753780993938822,0.8893381918720762,2,6.32,6.75,72.3,0.07515503484909927,0.03857576943234999,-1.364354593937338,3
1.0271229871895369,-1.864712941139431,2,4.485,8.48,85.9,0.07515503484909927,-1.1447300413759334,0.01897934159551062,0
-1.762222322365849,0.8893381918720762,2,5.865,8.68,73.75,-0.5087094372539096,0.03857576943234999,1.4023132771283593,0
-0.9348741373282344,0.8893381918720762,4,6.465,8.91,68.9,-0.5087094372539096,-1.1447300413759334,-1.364354593937338,0
-2.9086905216322574,0.8893381918720762,2,4.8,8.27,62.849999999999994,-1.6764383814599273,0.03857576943234999,1.4023132771283593,3
0.16431702279316715,-0.48768737463367745,0,5.54,9.29,83.05,-0.5087094372539096,0.03857576943234999,-0.6726876261709137,1
-0.09570669250436849,-1.864712941139431,3,7.55,8.38,77.25,0.07515503484909927,-1.1447300413759334,-1.364354593937338,3
0.1052207238619092,-0.48768737463367745,5,5.07,4.12,81.25,-1.6764383814599273,1.2218815802406333,0.01897934159551062,3
0.03430516514439986,-0.48768737463367745,3,9.375,12.13,76.15,1.242883979055117,-1.1447300413759334,-1.364354593937338,1
-2.175896414884656,0.8893381918720762,2,7.91,8.83,75.1,0.07515503484909927,1.2218815802406333,-1.364354593937338,1
0.3297866598006907,0.8893381918720762,3,8.03,7.58,84.8,0.6590195069521081,0.03857576943234999,1.4023132771283593,2
-0.6039348633131885,0.8893381918720762,2,6.755,9.87,85.5,-0.5087094372539096,-1.1447300413759334,-1.364354593937338,2
-0.5093807850231753,0.8893381918720762,3,8.73,8.99,84.15,1.242883979055117,1.2218815802406333,1.4023132771283593,1
-0.8994163579694793,0.8893381918720762,3,3.505,10.54,79.4,-1.0925739093569184,-1.1447300413759334,0.01897934159551062,1
-0.2138992903668844,-0.48768737463367745,3,,5.99,88.5,-0.5087094372539096,-1.1447300413759334,-1.364354593937338,2
-0.2848148490843948,-0.48768737463367745,3,5.91,9.56,74.45,-0.5087094372539096,-1.1447300413759334,-1.364354593937338,0
-0.3557304078019041,0.8893381918720762,3,7.43,9.67,71.0,-1.0925739093569184,1.2218815802406333,0.01897934159551062,1
-0.30845336865689754,-0.48768737463367745,4,7.24,12.99,82.30000000000001,-1.0925739093569184,1.2218815802406333,-1.364354593937338,1
-0.6275733828856922,-0.48768737463367745,4,10.58,11.71,75.95,0.07515503484909927,1.2218815802406333,0.710646309361935,3
-0.14298373164937506,-0.48768737463367745,1,8.535,7.66,76.45,0.6590195069521081,1.2218815802406333,0.01897934159551062,0
1.2162311437695632,-0.48768737463367745,5,6.0,12.22,83.25,-1.0925739093569184,0.03857576943234999,1.4023132771283593,3
-0.41482670673316213,0.8893381918720762,1,7.54,8.82,89.15,0.07515503484909927,1.2218815802406333,-1.364354593937338,3
-0.20208003058063304,0.8893381918720762,3,6.795,8.53,85.5,0.6590195069521081,0.03857576943234999,0.710646309361935,2
0.3652444391594449,-0.48768737463367745,0,4.875,9.98,85.65,-1.0925739093569184,1.2218815802406333,0.01897934159551062,2
0.5543525957394712,-0.48768737463367745,0,6.84,7.24,82.5,1.242883979055117,-1.1447300413759334,-1.364354593937338,3
-0.8639585786107241,-0.48768737463367745,3,9.34,12.81,80.39999999999999,0.07515503484909927,-1.1447300413759334,-0.6726876261709137,1
2.374518602822224,-1.864712941139431,3,6.035,7.71,94.2,0.07515503484909927,1.2218815802406333,-0.6726876261709137,1
-0.7103082013894529,-0.48768737463367745,0,11.77,8.06,85.75,1.242883979055117,0.03857576943234999,1.4023132771283593,3
1.6417244960746213,0.8893381918720762,1,8.18,11.28,,1.8267484511581258,1.2218815802406333,0.01897934159551062,0
-1.762222322365849,0.8893381918720762,1,8.49,8.48,93.75,-0.5087094372539096,0.03857576943234999,-0.6726876261709137,1
-0.19026077079438164,-0.48768737463367745,1,9.415,11.28,78.35,0.07515503484909927,1.2218815802406333,1.4023132771283593,3
-0.8048622796794661,-0.48768737463367745,4,8.465,9.79,91.5,0.07515503484909927,0.03857576943234999,0.710646309361935,3
0.6843644533882385,0.8893381918720762,2,6.7,11.53,85.65,0.07515503484909927,0.03857576943234999,1.4023132771283593,3
2.102675627738436,-1.864712941139431,0,7.725,9.95,89.95,-0.5087094372539096,-1.1447300413759334,1.4023132771283593,1
0.19977480215192236,-0.48768737463367745,4,8.5,12.17,84.35000000000001,0.07515503484909927,-1.1447300413759334,-0.6726876261709137,0
0.9325689088995238,-1.864712941139431,1,4.695,6.6,76.1,0.07515503484909927,0.03857576943234999,1.4023132771283593,1
-0.17844151100813027,-0.48768737463367745,4,5.06,11.28,79.65,-0.5087094372539096,1.2218815802406333,0.01897934159551062,2
-0.1311644718631237,0.8893381918720762,4,3.98,10.69,76.1,-0.5087094372539096,-1.1447300413759334,-1.364354593937338,3
1.1571348448383043,-0.48768737463367745,5,10.47,8.43,90.5,1.242883979055117,1.2218815802406333,-0.6726876261709137,3
-0.592115603526937,-0.48768737463367745,5,6.945,7.83,67.55,1.242883979055117,-1.1447300413759334,-1.364354593937338,1
-1.8331378810833583,-0.48768737463367745,3,8.49,13.92,78.5,1.242883979055117,1.2218815802406333,0.01897934159551062,2
-0.32027262844314897,-0.48768737463367745,2,7.285,6.88,82.5,-0.5087094372539096,0.03857576943234999,1.4023132771283593,3
-0.533019304595679,0.8893381918720762,4,6.015,12.8,68.1,-1.6764383814599273,-1.1447300413759334,0.710646309361935,2
0.518894816380717,-0.48768737463367745,0,9.35,11.31,91.6,0.6590195069521081,0.03857576943234999,-1.364354593937338,2
1.2044118839833118,-1.864712941139431,1,10.535,10.08,96.5,1.242883979055117,1.2218815802406333,0.710646309361935,2
-0.03661039357311053,-0.48768737463367745,0,7.79,7.94,86.30000000000001,0.07515503484909927,0.03857576943234999,0.710646309361935,3
0.5070755565944646,0.8893381918720762,1,5.23,4.8,80.2,-1.0925739093569184,0.03857576943234999,-0.6726876261709137,3
-0.15480299143562645,-0.48768737463367745,4,6.635,7.26,81.2,0.6590195069521081,0.03857576943234999,-1.364354593937338,3
-0.769404500320712,0.8893381918720762,1,9.95,10.79,74.25,1.242883979055117,0.03857576943234999,-0.6726876261709137,2
-1.608571945144578,0.8893381918720762,4,6.35,11.63,78.7,0.07515503484909927,0.03857576943234999,0.710646309361935,1
0.6016296348844777,-0.48768737463367745,5,8.14,12.97,75.85,-1.0925739093569184,0.03857576943234999,1.4023132771283593,2
1.1098578056932986,-0.48768737463367745,4,6.61,9.24,82.9,-0.5087094372539096,-1.1447300413759334,0.01897934159551062,2
0.4952562968082132,-1.864712941139431,2,6.575,13.05,85.7,-1.0925739093569184,-1.1447300413759334,1.4023132771283593,1
-0.39118818716065934,-0.48768737463367745,1,5.18,7.27,81.2,-0.5087094372539096,1.2218815802406333,-1.364354593937338,2
1.5117126384258541,-1.864712941139431,4,8.61,11.53,89.65,1.8267484511581258,0.03857576943234999,0.01897934159551062,1
1.4644355992808464,-1.864712941139431,5,7.13,10.61,63.5,0.07515503484909927,-1.1447300413759334,-0.6726876261709137,2
-0.17844151100813027,0.8893381918720762,1,7.06,10.42,95.6,0.07515503484909927,1.2218815802406333,-1.364354593937338,3
-0.09570669250436849,0.8893381918720762,5,7.855,9.37,84.95,0.07515503484909927,1.2218815802406333,-0.6726876261709137,1
0.3297866598006907,-0.48768737463367745,2,7.845,15.52,88.8,-1.0925739093569184,1.2218815802406333,0.01897934159551062,1
-0.4502844860919173,0.8893381918720762,1,5.64,8.53,84.7,0.6590195069521081,1.2218815802406333,0.710646309361935,0
-1.8685956604421137,0.8893381918720762,2,6.73,9.16,89.15,-1.0925739093569184,1.2218815802406333,1.4023132771283593,2
-0.39118818716065934,-0.48768737463367745,1,8.44,7.6,93.80000000000001,-0.5087094372539096,1.2218815802406333,0.710646309361935,1
-0.23753780993938822,-0.48768737463367745,1,8.23,7.67,81.3,1.242883979055117,0.03857576943234999,1.4023132771283593,1
0.968026688258278,-1.864712941139431,5,9.11,9.43,72.5,0.07515503484909927,-1.1447300413759334,0.710646309361935,1
0.22341332172442618,0.8893381918720762,5,6.62,11.31,76.7,-1.0925739093569184,0.03857576943234999,-0.6726876261709137,0
-0.30845336865689754,0.8893381918720762,5,6.91,8.4,78.65,1.8267484511581258,-1.1447300413759334,-1.364354593937338,2
-1.4549215679233058,-1.864712941139431,0,5.36,8.02,82.1,-0.5087094372539096,1.2218815802406333,-1.364354593937338,2
0.3416059195869421,-0.48768737463367745,2,9.425,10.46,83.15,0.6590195069521081,-1.1447300413759334,1.4023132771283593,2
-0.36754966758815555,0.8893381918720762,3,7.35,10.46,86.35,-0.5087094372539096,1.2218815802406333,0.01897934159551062,0
-0.4975615252369239,-0.48768737463367745,2,7.625,11.64,86.3,0.6590195069521081,1.2218815802406333,-1.364354593937338,2
-0.10752595229061987,0.8893381918720762,5,5.985,11.86,82.2,2.9944773953641435,0.03857576943234999,-1.364354593937338,2
-0.6748504220306988,0.8893381918720762,5,4.395,9.14,72.5,-0.5087094372539096,-1.1447300413759334,1.4023132771283593,2
0.3652444391594449,-1.864712941139431,2,8.255,13.57,,-1.0925739093569184,1.2218815802406333,0.01897934159551062,3
-0.14298373164937506,0.8893381918720762,0,4.325,8.34,78.05,0.07515503484909927,-1.1447300413759334,1.4023132771283593,1
-1.0294282156182477,0.8893381918720762,4,9.31,11.95,90.1,-0.5087094372539096,-1.1447300413759334,-0.6726876261709137,3
1.3935200405633381,-0.48768737463367745,4,6.92,7.97,81.05,0.07515503484909927,-1.1447300413759334,1.4023132771283593,3
-0.8757778383969765,0.8893381918720762,2,13.3,12.8,86.55,0.07515503484909927,0.03857576943234999,0.710646309361935,1
-0.6039348633131885,0.8893381918720762,3,6.515,5.37,71.94999999999999,-1.0925739093569184,1.2218815802406333,0.01897934159551062,1
-0.42664596651941455,0.8893381918720762,4,7.905,8.59,83.5,0.6590195069521081,0.03857576943234999,1.4023132771283593,3
0.5543525957394712,-0.48768737463367745,5,8.435,7.16,86.95,0.07515503484909927,0.03857576943234999,-1.364354593937338,0
-0.0838874327181171,-0.48768737463367745,3,5.34,12.11,89.65,-0.5087094372539096,1.2218815802406333,0.01897934159551062,0
0.30614814022818687,-0.48768737463367745,1,10.29,7.47,92.25,1.242883979055117,0.03857576943234999,-1.364354593937338,3
